customer_id,application_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,gender,number_of_dependents,residential_address,loan_status,fraud_type
CUST04577,APP004577,2022-07-10,Education Loan,377460,24,11.46,Home Purchase,Student,54688,585,3445,0.363,Rented,48,Female,4,City_20,Declined,None
CUST04578,APP004578,2022-07-10,Education Loan,287189,24,14.23,Education,Self-Employed,66260,825,2066,0.3312,Mortgaged,31,Male,3,City_29,Approved,None
CUST04579,APP004579,2022-07-10,Education Loan,451705,48,9.49,Other,Salaried,77007,634,11187,0.4453,Mortgaged,35,Male,1,City_20,Declined,None
CUST04580,APP004580,2022-07-10,Business Loan,408447,24,14.0,Travel,Retired,31051,746,6255,0.5014,Owned,34,Male,2,City_27,Fraudulent - Detected,Identity Theft
CUST04581,APP004581,2022-07-10,Home Loan,421534,60,12.6,Other,Self-Employed,58390,696,4366,0.3748,Owned,21,Female,2,City_34,Approved,None
CUST04582,APP004582,2022-07-10,Business Loan,269202,360,9.14,Medical,Self-Employed,10000,601,8035,1.1035,Owned,30,Male,1,City_15,Declined,None
CUST04583,APP004583,2022-07-10,Car Loan,588889,120,12.14,Education,Retired,66183,679,4244,0.3641,Owned,48,Female,3,City_16,Approved,None
CUST04584,APP004584,2022-07-10,Car Loan,372586,24,10.06,Other,Retired,52479,742,3961,0.3755,Rented,58,Female,3,City_36,Approved,None
CUST04585,APP004585,2022-07-11,Car Loan,337094,240,8.36,Other,Retired,35413,664,8733,0.5466,Owned,47,Female,3,City_49,Declined,None
CUST04586,APP004586,2022-07-11,Home Loan,185858,12,8.15,Travel,Self-Employed,67892,775,2223,0.3327,Mortgaged,41,Other,3,City_46,Approved,None
CUST04587,APP004587,2022-07-11,Personal Loan,285439,24,7.62,Other,Retired,89317,761,909,0.3102,Mortgaged,24,Male,3,City_35,Approved,None
CUST04588,APP004588,2022-07-11,Business Loan,317156,120,13.08,Home Purchase,Self-Employed,48099,753,7623,0.4585,Owned,39,Other,0,City_43,Approved,None
CUST04589,APP004589,2022-07-11,Education Loan,181848,60,13.69,Business,Self-Employed,36379,643,5655,0.4554,Owned,38,Female,1,City_32,Declined,None
CUST04590,APP004590,2022-07-11,Car Loan,256152,12,10.88,Home Purchase,Unemployed,64125,593,5618,0.3876,Rented,61,Female,4,City_4,Declined,None
CUST04591,APP004591,2022-07-11,Car Loan,275129,48,11.14,Medical,Salaried,26609,630,3598,0.4352,Mortgaged,21,Other,2,City_15,Declined,None
CUST04592,APP004592,2022-07-11,Personal Loan,308388,180,12.34,Home Purchase,Salaried,43490,695,7382,0.4697,Owned,25,Female,1,City_35,Declined,None
CUST04593,APP004593,2022-07-11,Personal Loan,50000,60,12.41,Other,Self-Employed,90560,723,0,0.3,Rented,50,Female,2,City_28,Fraudulent - Detected,Identity Theft
CUST04594,APP004594,2022-07-11,Personal Loan,279709,24,9.77,Home Purchase,Retired,61554,506,0,0.3,Owned,53,Female,1,City_33,Declined,None
CUST04595,APP004595,2022-07-11,Business Loan,243398,240,8.61,Travel,Self-Employed,13013,679,3411,0.5621,Rented,41,Female,1,City_34,Declined,None
CUST04596,APP004596,2022-07-11,Car Loan,296867,12,10.51,Other,Salaried,15075,692,7518,0.7987,Rented,34,Female,2,City_26,Declined,None
CUST04597,APP004597,2022-07-11,Home Loan,455291,12,12.38,Business,Salaried,64052,657,9978,0.4558,Rented,43,Other,3,City_6,Approved,None
CUST04598,APP004598,2022-07-11,Home Loan,607859,360,13.13,Home Purchase,Student,81559,783,7191,0.3882,Mortgaged,59,Male,2,City_3,Approved,None
CUST04599,APP004599,2022-07-11,Personal Loan,401756,60,8.12,Business,Self-Employed,19559,713,1309,0.3669,Rented,31,Male,2,City_29,Declined,None
CUST04600,APP004600,2022-07-11,Home Loan,114836,240,11.62,Home Purchase,Retired,71242,784,1341,0.3188,Owned,42,Other,2,City_41,Approved,None
CUST04601,APP004601,2022-07-11,Business Loan,248188,84,7.88,Medical,Self-Employed,93258,662,9841,0.4055,Rented,35,Other,3,City_23,Approved,None
CUST04602,APP004602,2022-07-11,Home Loan,389394,60,13.27,Business,Retired,107196,754,8621,0.3804,Rented,41,Female,1,City_19,Approved,None
CUST04603,APP004603,2022-07-11,Personal Loan,372493,84,12.17,Education,Retired,68280,810,7198,0.4054,Rented,45,Female,4,City_1,Approved,None
CUST04604,APP004604,2022-07-11,Home Loan,448098,84,12.38,Home Purchase,Salaried,72670,784,8682,0.4195,Rented,32,Male,4,City_46,Approved,None
CUST04605,APP004605,2022-07-11,Car Loan,285397,240,12.83,Education,Student,10000,592,5674,0.8674,Rented,47,Other,1,City_34,Declined,None
CUST04606,APP004606,2022-07-11,Business Loan,245474,240,10.97,Medical,Salaried,112493,659,4167,0.337,Owned,33,Other,2,City_24,Approved,None
CUST04607,APP004607,2022-07-11,Business Loan,562863,60,9.59,Business,Self-Employed,45612,652,4359,0.3956,Mortgaged,43,Male,1,City_44,Fraudulent - Detected,Identity Theft
CUST04608,APP004608,2022-07-11,Business Loan,308800,48,13.0,Education,Unemployed,36663,719,7549,0.5059,Mortgaged,21,Other,0,City_38,Declined,None
CUST04609,APP004609,2022-07-12,Car Loan,147498,12,12.94,Business,Unemployed,53619,734,5948,0.4109,Rented,45,Male,1,City_36,Approved,None
CUST04610,APP004610,2022-07-12,Car Loan,521270,84,8.44,Business,Retired,97791,612,0,0.3,Rented,29,Male,0,City_1,Declined,None
CUST04611,APP004611,2022-07-12,Car Loan,75585,120,13.82,Medical,Salaried,115201,685,8530,0.374,Rented,33,Other,4,City_30,Approved,None
CUST04612,APP004612,2022-07-12,Education Loan,50000,120,9.05,Travel,Unemployed,63135,518,7343,0.4163,Owned,21,Female,4,City_23,Declined,None
CUST04613,APP004613,2022-07-12,Business Loan,415408,12,9.65,Travel,Student,84952,795,6303,0.3742,Mortgaged,35,Female,4,City_14,Approved,None
CUST04614,APP004614,2022-07-12,Personal Loan,436605,84,9.01,Travel,Self-Employed,61080,639,10636,0.4741,Mortgaged,51,Male,2,City_39,Declined,None
CUST04615,APP004615,2022-07-12,Home Loan,362101,180,14.26,Home Purchase,Retired,34055,684,1769,0.3519,Rented,22,Female,0,City_27,Declined,None
CUST04616,APP004616,2022-07-12,Education Loan,104631,36,9.6,Travel,Self-Employed,96918,655,735,0.3076,Mortgaged,39,Female,0,City_18,Approved,None
CUST04617,APP004617,2022-07-12,Home Loan,291169,12,14.3,Other,Retired,44446,771,7003,0.4576,Rented,21,Other,0,City_21,Approved,None
CUST04618,APP004618,2022-07-12,Home Loan,258274,120,11.97,Education,Salaried,98388,452,1972,0.32,Mortgaged,36,Other,1,City_37,Declined,None
CUST04619,APP004619,2022-07-12,Car Loan,219406,48,8.74,Education,Unemployed,92463,678,11666,0.4262,Rented,46,Female,2,City_38,Approved,None
CUST04620,APP004620,2022-07-12,Education Loan,511810,60,11.38,Home Purchase,Retired,75350,671,2227,0.3296,Rented,36,Other,4,City_19,Approved,None
CUST04621,APP004621,2022-07-12,Personal Loan,143000,24,13.68,Home Purchase,Retired,105724,643,2125,0.3201,Owned,45,Male,1,City_16,Declined,None
CUST04622,APP004622,2022-07-12,Home Loan,347415,120,11.43,Debt Consolidation,Salaried,115808,818,3388,0.3293,Owned,32,Other,2,City_27,Approved,None
CUST04623,APP004623,2022-07-12,Home Loan,479107,12,8.43,Education,Student,55618,609,3811,0.3685,Mortgaged,63,Male,4,City_12,Declined,None
CUST04624,APP004624,2022-07-12,Education Loan,357216,48,9.51,Debt Consolidation,Self-Employed,39780,741,3525,0.3886,Rented,49,Female,0,City_3,Declined,None
CUST04625,APP004625,2022-07-12,Personal Loan,486167,180,9.07,Home Purchase,Unemployed,13393,708,3947,0.5947,Rented,40,Female,0,City_1,Declined,None
CUST04626,APP004626,2022-07-12,Personal Loan,384557,120,8.38,Other,Self-Employed,116117,780,3550,0.3306,Owned,55,Other,0,City_26,Approved,None
CUST04627,APP004627,2022-07-12,Personal Loan,364402,120,9.79,Education,Unemployed,49007,626,0,0.3,Mortgaged,51,Other,3,City_30,Declined,None
CUST04628,APP004628,2022-07-12,Home Loan,355025,120,12.13,Travel,Student,88375,621,7018,0.3794,Mortgaged,32,Other,0,City_17,Declined,None
CUST04629,APP004629,2022-07-12,Car Loan,392016,60,10.18,Business,Salaried,41468,767,3257,0.3785,Mortgaged,43,Male,4,City_13,Approved,None
CUST04630,APP004630,2022-07-12,Education Loan,242169,360,10.61,Other,Retired,98456,714,4387,0.3446,Mortgaged,35,Female,1,City_26,Approved,None
CUST04631,APP004631,2022-07-12,Personal Loan,104718,36,9.74,Other,Unemployed,42497,556,143,0.3034,Owned,47,Other,1,City_46,Declined,None
CUST04632,APP004632,2022-07-12,Car Loan,443106,360,14.46,Travel,Salaried,30207,636,0,0.3,Rented,53,Other,3,City_7,Declined,None
CUST04633,APP004633,2022-07-13,Personal Loan,474261,120,11.6,Business,Unemployed,54787,710,4623,0.3844,Owned,23,Other,3,City_16,Approved,None
CUST04634,APP004634,2022-07-13,Home Loan,337796,180,13.34,Home Purchase,Unemployed,46705,747,11218,0.5402,Rented,39,Male,4,City_24,Declined,None
CUST04635,APP004635,2022-07-13,Personal Loan,217743,120,10.59,Other,Retired,74907,625,11082,0.4479,Owned,52,Other,2,City_2,Declined,None
CUST04636,APP004636,2022-07-13,Home Loan,66342,84,8.68,Medical,Salaried,58715,446,1365,0.3232,Rented,45,Male,3,City_13,Fraudulent - Detected,Identity Theft
CUST04637,APP004637,2022-07-13,Education Loan,312871,240,13.43,Home Purchase,Self-Employed,75692,721,2039,0.3269,Rented,42,Male,3,City_30,Fraudulent - Undetected,None
CUST04638,APP004638,2022-07-13,Home Loan,97657,84,12.84,Education,Retired,52724,582,5680,0.4077,Owned,48,Other,4,City_35,Declined,None
CUST04639,APP004639,2022-07-13,Personal Loan,76651,60,9.81,Home Purchase,Self-Employed,43372,518,0,0.3,Rented,24,Male,1,City_44,Declined,None
CUST04640,APP004640,2022-07-13,Business Loan,296890,84,11.74,Home Purchase,Self-Employed,45410,453,2655,0.3585,Owned,43,Female,4,City_14,Declined,None
CUST04641,APP004641,2022-07-13,Car Loan,185434,360,8.15,Travel,Retired,111123,745,5890,0.353,Owned,50,Male,0,City_49,Fraudulent - Detected,Income Falsification
CUST04642,APP004642,2022-07-13,Home Loan,351796,48,7.68,Education,Student,65629,690,4080,0.3622,Mortgaged,43,Female,2,City_14,Approved,None
CUST04643,APP004643,2022-07-13,Home Loan,276105,84,13.21,Business,Student,10405,661,0,0.3,Owned,25,Female,3,City_49,Declined,None
CUST04644,APP004644,2022-07-13,Business Loan,209004,48,14.09,Home Purchase,Retired,46994,791,0,0.3,Owned,34,Male,2,City_27,Approved,None
CUST04645,APP004645,2022-07-13,Personal Loan,50000,60,9.91,Travel,Student,62421,730,0,0.3,Rented,38,Male,4,City_7,Approved,None
CUST04646,APP004646,2022-07-13,Car Loan,172066,84,11.68,Other,Retired,106134,809,4690,0.3442,Rented,29,Female,1,City_5,Approved,None
CUST04647,APP004647,2022-07-13,Car Loan,177579,12,12.52,Other,Unemployed,85717,568,1656,0.3193,Rented,28,Male,2,City_47,Declined,None
CUST04648,APP004648,2022-07-13,Car Loan,116203,84,12.72,Education,Salaried,36957,677,11228,0.6038,Mortgaged,42,Other,3,City_37,Declined,None
CUST04649,APP004649,2022-07-13,Car Loan,250643,84,10.87,Other,Retired,120458,550,0,0.3,Owned,54,Male,0,City_47,Declined,None
CUST04650,APP004650,2022-07-13,Education Loan,127912,12,11.79,Travel,Salaried,59220,661,9911,0.4674,Mortgaged,21,Other,2,City_30,Approved,None
CUST04651,APP004651,2022-07-13,Home Loan,275438,120,12.1,Travel,Unemployed,91158,660,187,0.3021,Rented,33,Male,4,City_16,Approved,None
CUST04652,APP004652,2022-07-13,Education Loan,336061,360,8.22,Home Purchase,Unemployed,31124,730,15063,0.784,Owned,30,Male,4,City_20,Fraudulent - Detected,Income Falsification
CUST04653,APP004653,2022-07-13,Education Loan,176074,60,12.02,Medical,Student,10000,683,7648,1.0648,Mortgaged,53,Male,2,City_43,Declined,None
CUST04654,APP004654,2022-07-13,Personal Loan,363811,180,11.08,Home Purchase,Self-Employed,24789,729,0,0.3,Owned,45,Female,4,City_4,Declined,None
CUST04655,APP004655,2022-07-13,Home Loan,95796,60,10.15,Education,Student,10000,736,9867,1.2867,Owned,51,Female,2,City_16,Declined,None
CUST04656,APP004656,2022-07-13,Personal Loan,133173,360,9.33,Travel,Salaried,112802,852,3151,0.3279,Mortgaged,46,Male,2,City_38,Approved,None
CUST04657,APP004657,2022-07-14,Education Loan,283017,60,11.97,Other,Student,65363,654,8711,0.4333,Mortgaged,49,Other,1,City_6,Approved,None
CUST04658,APP004658,2022-07-14,Personal Loan,403056,24,8.67,Medical,Self-Employed,36883,604,4956,0.4344,Mortgaged,40,Female,4,City_19,Declined,None
CUST04659,APP004659,2022-07-14,Education Loan,430109,48,13.18,Education,Unemployed,71315,699,3579,0.3502,Mortgaged,42,Other,1,City_46,Approved,None
CUST04660,APP004660,2022-07-14,Business Loan,541858,48,8.7,Other,Student,64733,615,3984,0.3615,Mortgaged,43,Female,4,City_16,Declined,None
CUST04661,APP004661,2022-07-14,Education Loan,243511,360,12.9,Debt Consolidation,Salaried,75523,798,314,0.3042,Owned,38,Female,1,City_25,Approved,None
CUST04662,APP004662,2022-07-14,Home Loan,280874,360,13.22,Travel,Retired,90238,657,3236,0.3359,Owned,38,Female,0,City_27,Approved,None
CUST04663,APP004663,2022-07-14,Personal Loan,145098,180,14.08,Other,Unemployed,52751,634,0,0.3,Owned,42,Female,4,City_26,Declined,None
CUST04664,APP004664,2022-07-14,Car Loan,111935,36,10.74,Other,Student,38004,642,3111,0.3819,Rented,42,Other,1,City_7,Declined,None
CUST04665,APP004665,2022-07-14,Car Loan,334285,12,7.95,Education,Salaried,80694,737,5780,0.3716,Owned,40,Other,0,City_24,Approved,None
CUST04666,APP004666,2022-07-14,Home Loan,183619,120,12.24,Debt Consolidation,Self-Employed,80058,667,9230,0.4153,Owned,39,Male,0,City_29,Approved,None
CUST04667,APP004667,2022-07-14,Personal Loan,484856,240,9.48,Other,Salaried,62518,628,10946,0.4751,Rented,45,Female,0,City_21,Declined,None
CUST04668,APP004668,2022-07-14,Car Loan,80642,84,8.15,Medical,Salaried,114438,813,4950,0.3433,Mortgaged,36,Female,1,City_10,Approved,None
CUST04669,APP004669,2022-07-14,Personal Loan,372952,24,13.49,Travel,Unemployed,49054,611,496,0.3101,Rented,25,Male,0,City_31,Declined,None
CUST04670,APP004670,2022-07-14,Car Loan,149139,24,8.48,Other,Unemployed,37503,682,4793,0.4278,Rented,40,Female,3,City_34,Fraudulent - Detected,Income Falsification
CUST04671,APP004671,2022-07-14,Home Loan,176932,12,11.04,Education,Retired,70452,732,4352,0.3618,Rented,29,Male,4,City_6,Fraudulent - Undetected,None
CUST04672,APP004672,2022-07-14,Car Loan,380866,84,13.02,Other,Student,43126,549,10270,0.5381,Rented,48,Male,3,City_41,Declined,None
CUST04673,APP004673,2022-07-14,Car Loan,198617,180,8.89,Medical,Student,72387,718,8501,0.4174,Rented,32,Other,3,City_30,Approved,None
CUST04674,APP004674,2022-07-14,Car Loan,222632,12,13.78,Business,Salaried,39174,595,5930,0.4514,Owned,32,Female,4,City_49,Declined,None
CUST04675,APP004675,2022-07-14,Home Loan,178176,12,9.82,Medical,Student,49993,745,11082,0.5217,Mortgaged,42,Other,3,City_24,Approved,None
CUST04676,APP004676,2022-07-14,Education Loan,567754,12,10.27,Debt Consolidation,Unemployed,107271,602,2975,0.3277,Owned,37,Male,0,City_42,Declined,None
CUST04677,APP004677,2022-07-14,Personal Loan,207377,360,8.42,Education,Unemployed,49860,735,7507,0.4506,Owned,49,Male,2,City_19,Approved,None
CUST04678,APP004678,2022-07-14,Business Loan,307732,60,12.01,Medical,Student,40028,768,2980,0.3744,Owned,35,Other,3,City_6,Approved,None
CUST04679,APP004679,2022-07-14,Business Loan,269712,120,10.97,Other,Self-Employed,89266,748,3113,0.3349,Mortgaged,35,Female,4,City_15,Approved,None
CUST04680,APP004680,2022-07-14,Car Loan,333212,48,14.32,Debt Consolidation,Student,33723,700,0,0.3,Rented,30,Other,1,City_44,Declined,None
CUST04681,APP004681,2022-07-15,Personal Loan,207789,12,12.39,Education,Salaried,42676,661,5403,0.4266,Owned,26,Other,1,City_40,Fraudulent - Undetected,Identity Theft
CUST04682,APP004682,2022-07-15,Car Loan,269877,12,12.81,Business,Unemployed,74414,633,5516,0.3741,Rented,32,Female,0,City_2,Declined,None
CUST04683,APP004683,2022-07-15,Personal Loan,359092,360,8.89,Debt Consolidation,Retired,83460,797,4452,0.3533,Rented,42,Other,3,City_40,Approved,None
CUST04684,APP004684,2022-07-15,Business Loan,170548,36,12.49,Other,Unemployed,90511,624,6816,0.3753,Owned,50,Other,2,City_15,Declined,None
CUST04685,APP004685,2022-07-15,Car Loan,463398,60,11.4,Education,Retired,41319,597,8998,0.5178,Rented,46,Male,1,City_22,Declined,None
CUST04686,APP004686,2022-07-15,Car Loan,477822,60,10.33,Education,Student,74900,733,4929,0.3658,Mortgaged,32,Male,2,City_19,Fraudulent - Undetected,Identity Theft
CUST04687,APP004687,2022-07-15,Personal Loan,390973,240,12.98,Business,Salaried,48347,616,7413,0.4533,Owned,39,Other,0,City_23,Declined,None
CUST04688,APP004688,2022-07-15,Education Loan,310481,240,14.35,Travel,Salaried,44858,603,6494,0.4448,Owned,38,Female,4,City_36,Declined,None
CUST04689,APP004689,2022-07-15,Car Loan,50000,240,8.16,Education,Salaried,90080,564,9305,0.4033,Mortgaged,49,Other,4,City_2,Declined,None
CUST04690,APP004690,2022-07-15,Business Loan,363643,180,13.02,Business,Self-Employed,46261,641,7132,0.4542,Rented,51,Other,0,City_25,Declined,None
CUST04691,APP004691,2022-07-15,Car Loan,241300,240,13.94,Education,Student,66955,673,12290,0.4836,Rented,21,Male,2,City_24,Fraudulent - Undetected,Identity Theft
CUST04692,APP004692,2022-07-15,Home Loan,263058,180,9.71,Business,Self-Employed,63889,699,6059,0.3948,Mortgaged,51,Other,2,City_19,Approved,None
CUST04693,APP004693,2022-07-15,Home Loan,50000,180,10.04,Business,Retired,33231,756,1250,0.3376,Owned,22,Female,2,City_5,Approved,None
CUST04694,APP004694,2022-07-15,Education Loan,374038,180,13.06,Debt Consolidation,Self-Employed,84152,722,10047,0.4194,Owned,40,Female,0,City_9,Approved,None
CUST04695,APP004695,2022-07-15,Personal Loan,82712,180,14.18,Medical,Salaried,74007,664,7565,0.4022,Mortgaged,21,Male,1,City_13,Approved,None
CUST04696,APP004696,2022-07-15,Home Loan,317763,60,14.07,Other,Unemployed,10342,664,6901,0.9673,Owned,48,Male,1,City_8,Declined,None
CUST04697,APP004697,2022-07-15,Car Loan,435698,360,7.89,Medical,Salaried,66935,720,0,0.3,Owned,34,Female,3,City_12,Fraudulent - Detected,Income Falsification
CUST04698,APP004698,2022-07-15,Car Loan,229600,36,13.6,Medical,Student,40675,781,10955,0.5693,Rented,44,Female,4,City_28,Approved,None
CUST04699,APP004699,2022-07-15,Personal Loan,482407,48,11.61,Medical,Student,87426,690,9006,0.403,Rented,35,Female,4,City_19,Approved,None
CUST04700,APP004700,2022-07-15,Home Loan,187951,240,10.45,Home Purchase,Salaried,23865,642,6256,0.5621,Rented,47,Other,3,City_5,Declined,None
CUST04701,APP004701,2022-07-15,Business Loan,390064,120,13.42,Other,Salaried,51088,600,0,0.3,Owned,21,Other,2,City_21,Declined,None
CUST04702,APP004702,2022-07-15,Personal Loan,104282,240,13.1,Travel,Student,69050,564,3646,0.3528,Owned,44,Female,0,City_33,Declined,None
CUST04703,APP004703,2022-07-15,Business Loan,454669,120,11.07,Home Purchase,Self-Employed,61358,733,12650,0.5062,Rented,42,Male,4,City_41,Approved,None
CUST04704,APP004704,2022-07-15,Car Loan,431398,180,10.38,Travel,Self-Employed,79073,726,6908,0.3874,Rented,41,Other,2,City_26,Approved,None
CUST04705,APP004705,2022-07-16,Business Loan,370253,36,10.81,Business,Student,22039,726,160,0.3073,Owned,43,Male,1,City_33,Declined,None
CUST04706,APP004706,2022-07-16,Personal Loan,241007,180,9.73,Debt Consolidation,Salaried,101297,669,2770,0.3273,Owned,49,Other,2,City_27,Approved,None
CUST04707,APP004707,2022-07-16,Home Loan,89699,48,12.26,Medical,Salaried,73128,792,3405,0.3466,Rented,47,Female,3,City_3,Approved,None
CUST04708,APP004708,2022-07-16,Personal Loan,241403,84,13.74,Debt Consolidation,Student,93992,641,9516,0.4012,Rented,23,Other,0,City_13,Declined,None
CUST04709,APP004709,2022-07-16,Education Loan,466546,12,9.25,Business,Student,81856,756,0,0.3,Owned,39,Male,4,City_41,Approved,None
CUST04710,APP004710,2022-07-16,Education Loan,319494,24,13.28,Debt Consolidation,Self-Employed,59709,676,9228,0.4545,Rented,41,Male,3,City_25,Approved,None
CUST04711,APP004711,2022-07-16,Business Loan,67044,120,10.03,Business,Student,27895,631,8158,0.5925,Rented,37,Female,1,City_3,Declined,None
CUST04712,APP004712,2022-07-16,Car Loan,131290,84,8.42,Other,Salaried,45911,727,13969,0.6043,Owned,39,Other,1,City_20,Declined,None
CUST04713,APP004713,2022-07-16,Home Loan,487972,360,7.78,Home Purchase,Salaried,99739,712,7131,0.3715,Rented,42,Female,0,City_10,Approved,None
CUST04714,APP004714,2022-07-16,Business Loan,373186,60,10.86,Home Purchase,Student,94635,708,42,0.3004,Rented,45,Other,4,City_6,Approved,None
CUST04715,APP004715,2022-07-16,Personal Loan,114899,120,11.48,Travel,Retired,44510,686,4807,0.408,Mortgaged,43,Male,1,City_3,Approved,None
CUST04716,APP004716,2022-07-16,Education Loan,50000,24,7.54,Debt Consolidation,Salaried,10000,676,1034,0.4034,Owned,46,Other,3,City_42,Declined,None
CUST04717,APP004717,2022-07-16,Home Loan,206243,360,12.07,Debt Consolidation,Self-Employed,54682,871,6555,0.4199,Mortgaged,57,Male,1,City_39,Approved,None
CUST04718,APP004718,2022-07-16,Education Loan,50000,48,11.13,Business,Retired,52807,774,11971,0.5267,Rented,35,Male,4,City_15,Approved,None
CUST04719,APP004719,2022-07-16,Home Loan,276624,60,14.48,Travel,Retired,53755,737,1567,0.3292,Owned,36,Female,2,City_40,Approved,None
CUST04720,APP004720,2022-07-16,Home Loan,667743,180,8.23,Business,Unemployed,73213,688,8726,0.4192,Mortgaged,45,Female,1,City_10,Approved,None
CUST04721,APP004721,2022-07-16,Education Loan,60456,84,12.44,Home Purchase,Retired,81905,760,2523,0.3308,Owned,37,Female,1,City_37,Approved,None
CUST04722,APP004722,2022-07-16,Education Loan,272096,84,9.02,Other,Student,84757,721,0,0.3,Owned,34,Other,1,City_21,Approved,None
CUST04723,APP004723,2022-07-16,Personal Loan,496788,60,8.94,Medical,Unemployed,71142,682,11394,0.4602,Mortgaged,33,Male,2,City_14,Approved,None
CUST04724,APP004724,2022-07-16,Personal Loan,412363,360,7.63,Business,Self-Employed,14980,655,5930,0.6959,Rented,44,Female,4,City_8,Declined,None
CUST04725,APP004725,2022-07-16,Home Loan,277688,60,7.55,Home Purchase,Retired,51470,673,6965,0.4353,Rented,42,Female,3,City_35,Approved,None
CUST04726,APP004726,2022-07-16,Personal Loan,278047,12,8.81,Business,Unemployed,117602,426,8446,0.3718,Owned,56,Female,4,City_5,Declined,None
CUST04727,APP004727,2022-07-16,Personal Loan,126613,48,8.73,Business,Salaried,69355,696,0,0.3,Owned,27,Female,0,City_33,Approved,None
CUST04728,APP004728,2022-07-16,Personal Loan,259851,240,7.5,Other,Retired,69195,640,3937,0.3569,Owned,27,Female,3,City_37,Declined,None
CUST04729,APP004729,2022-07-17,Home Loan,336516,24,12.52,Debt Consolidation,Unemployed,68987,807,0,0.3,Rented,38,Male,2,City_35,Approved,None
CUST04730,APP004730,2022-07-17,Car Loan,465767,84,11.03,Home Purchase,Salaried,70384,681,2906,0.3413,Owned,30,Female,0,City_11,Approved,None
CUST04731,APP004731,2022-07-17,Car Loan,206973,24,10.27,Debt Consolidation,Unemployed,10000,584,9597,1.2597,Rented,21,Other,1,City_29,Declined,None
CUST04732,APP004732,2022-07-17,Business Loan,271524,240,8.23,Home Purchase,Salaried,54011,676,6798,0.4259,Rented,33,Other,1,City_18,Approved,None
CUST04733,APP004733,2022-07-17,Car Loan,157617,60,9.84,Medical,Student,59052,596,2531,0.3429,Rented,59,Female,4,City_37,Declined,None
CUST04734,APP004734,2022-07-17,Education Loan,333798,240,10.79,Other,Salaried,92037,717,5098,0.3554,Owned,62,Male,2,City_42,Approved,None
CUST04735,APP004735,2022-07-17,Education Loan,417566,360,14.49,Medical,Retired,61191,703,4418,0.3722,Rented,43,Female,2,City_32,Approved,None
CUST04736,APP004736,2022-07-17,Personal Loan,394447,60,11.07,Home Purchase,Retired,18837,756,6243,0.6314,Rented,26,Male,1,City_17,Declined,None
CUST04737,APP004737,2022-07-17,Business Loan,124471,240,7.64,Medical,Retired,70752,616,2498,0.3353,Owned,30,Other,1,City_2,Declined,None
CUST04738,APP004738,2022-07-17,Personal Loan,322029,24,8.95,Other,Retired,39904,682,4509,0.413,Rented,38,Male,2,City_28,Declined,None
CUST04739,APP004739,2022-07-17,Personal Loan,198403,120,9.98,Medical,Self-Employed,29580,570,5605,0.4895,Rented,32,Other,2,City_33,Declined,None
CUST04740,APP004740,2022-07-17,Car Loan,451657,180,10.69,Medical,Retired,39146,736,6703,0.4712,Rented,39,Other,4,City_14,Declined,None
CUST04741,APP004741,2022-07-17,Personal Loan,275803,36,12.22,Other,Retired,73562,721,5877,0.3799,Rented,38,Male,1,City_38,Approved,None
CUST04742,APP004742,2022-07-17,Business Loan,72072,12,11.63,Travel,Unemployed,91469,719,0,0.3,Owned,25,Other,2,City_30,Approved,None
CUST04743,APP004743,2022-07-17,Car Loan,267029,24,11.06,Medical,Self-Employed,72073,680,0,0.3,Mortgaged,37,Female,0,City_7,Approved,None
CUST04744,APP004744,2022-07-17,Business Loan,368770,360,13.37,Other,Self-Employed,75800,713,7495,0.3989,Mortgaged,42,Female,0,City_36,Approved,None
CUST04745,APP004745,2022-07-17,Personal Loan,336600,60,8.87,Business,Retired,71826,808,3982,0.3554,Mortgaged,34,Male,0,City_26,Approved,None
CUST04746,APP004746,2022-07-17,Personal Loan,223230,240,8.05,Home Purchase,Unemployed,62533,657,3222,0.3515,Rented,47,Other,3,City_41,Fraudulent - Detected,Income Falsification
CUST04747,APP004747,2022-07-17,Car Loan,212208,60,13.37,Education,Unemployed,77423,691,3994,0.3516,Rented,38,Other,0,City_24,Approved,None
CUST04748,APP004748,2022-07-17,Home Loan,151874,12,10.74,Home Purchase,Salaried,10000,593,3989,0.6989,Owned,36,Female,2,City_49,Declined,None
CUST04749,APP004749,2022-07-17,Car Loan,240787,12,11.37,Medical,Unemployed,62777,610,0,0.3,Mortgaged,38,Other,3,City_21,Fraudulent - Detected,None
CUST04750,APP004750,2022-07-17,Home Loan,171648,24,13.36,Home Purchase,Unemployed,33876,687,11917,0.6518,Owned,32,Female,1,City_14,Declined,None
CUST04751,APP004751,2022-07-17,Home Loan,445512,12,14.12,Travel,Salaried,89072,768,4549,0.3511,Owned,42,Other,2,City_15,Approved,None
CUST04752,APP004752,2022-07-17,Car Loan,164829,180,11.36,Home Purchase,Unemployed,56321,659,5058,0.3898,Mortgaged,29,Other,0,City_32,Approved,None
CUST04753,APP004753,2022-07-18,Personal Loan,318342,24,13.19,Business,Salaried,60773,661,5315,0.3875,Rented,61,Female,1,City_14,Approved,None
