customer_id,application_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,gender,number_of_dependents,residential_address,loan_status,fraud_type,avg_spend,total_spend,txn_count,past_fraud_count,high_risk_flag
CUST06012,APP006012,2022-09-08,Car Loan,336691,60,10.01,Education,Self-Employed,79107,715,7152,0.3904,Rented,44,Other,3,City_29,Approved,0,2390.061818181818,52581.36,22,0,0
CUST06013,APP006013,2022-09-08,Business Loan,492945,60,12.26,Debt Consolidation,Student,28967,695,3899,0.4346,Rented,35,Other,4,City_42,Declined,0,3052.75,88529.75,29,0,0
CUST06014,APP006014,2022-09-08,Education Loan,308530,24,10.51,Travel,Student,45688,767,5041,0.4103,Owned,25,Male,3,City_8,Approved,0,2720.9145454545455,29930.06,11,0,0
CUST06015,APP006015,2022-09-08,Education Loan,300262,12,9.68,Other,Retired,91405,718,5660,0.3619,Owned,41,Other,1,City_41,Approved,0,2895.5485185185184,78179.81,27,0,0
CUST06016,APP006016,2022-09-08,Car Loan,395284,120,9.37,Debt Consolidation,Retired,63546,611,4091,0.3644,Mortgaged,37,Female,1,City_37,Fraudulent - Undetected,0,3283.4366666666665,29550.93,9,5,1
CUST06017,APP006017,2022-09-08,Home Loan,536453,60,8.38,Medical,Student,31278,854,2990,0.3956,Owned,50,Female,3,City_49,Approved,0,2557.472307692308,33247.14,13,0,0
CUST06018,APP006018,2022-09-08,Personal Loan,526807,36,11.32,Travel,Salaried,39526,695,4512,0.4142,Owned,27,Male,1,City_17,Declined,0,2967.3222222222225,53411.8,18,0,0
CUST06019,APP006019,2022-09-08,Personal Loan,388927,84,9.41,Medical,Student,77587,668,2834,0.3365,Owned,48,Other,4,City_36,Approved,0,3307.806111111111,59540.51,18,0,0
CUST06020,APP006020,2022-09-08,Car Loan,377491,36,9.82,Education,Student,84860,757,8571,0.401,Owned,52,Other,0,City_24,Approved,0,3287.5457142857144,23012.82,7,0,0
CUST06021,APP006021,2022-09-08,Personal Loan,404406,84,7.55,Travel,Retired,60446,699,6222,0.4029,Mortgaged,30,Male,2,City_25,Approved,0,3253.456666666667,87843.33,27,0,0
CUST06022,APP006022,2022-09-08,Home Loan,447843,84,11.22,Business,Unemployed,121882,711,4706,0.3386,Rented,45,Male,4,City_7,Approved,0,3331.6423999999997,83291.06,25,0,0
CUST06023,APP006023,2022-09-08,Personal Loan,494809,240,12.37,Education,Student,80603,879,4045,0.3502,Mortgaged,52,Female,1,City_35,Approved,0,3307.9233333333336,29771.31,9,0,0
CUST06024,APP006024,2022-09-08,Home Loan,264512,180,13.99,Medical,Retired,53912,657,9172,0.4701,Rented,51,Other,2,City_6,Approved,0,2540.211111111111,22861.9,9,0,0
CUST06025,APP006025,2022-09-09,Car Loan,497709,12,8.88,Business,Student,39607,654,3528,0.3891,Owned,48,Female,3,City_22,Declined,0,2976.99875,23815.99,8,0,0
CUST06026,APP006026,2022-09-09,Personal Loan,351449,120,13.94,Business,Self-Employed,35627,689,7900,0.5217,Owned,55,Female,0,City_46,Fraudulent - Undetected,Income Falsification,3342.999375,53487.99,16,6,1
CUST06027,APP006027,2022-09-09,Home Loan,397639,240,10.03,Education,Unemployed,68385,765,9740,0.4424,Owned,38,Male,3,City_6,Approved,0,3016.934285714286,21118.54,7,0,0
CUST06028,APP006028,2022-09-09,Business Loan,507292,24,13.12,Debt Consolidation,Retired,47780,559,6969,0.4459,Mortgaged,37,Female,2,City_4,Declined,0,2936.8347619047618,61673.53,21,0,0
CUST06029,APP006029,2022-09-09,Personal Loan,412059,240,13.78,Education,Self-Employed,101843,522,0,0.3,Owned,53,Female,0,City_11,Declined,0,3492.18375,55874.94,16,0,0
CUST06030,APP006030,2022-09-09,Education Loan,437399,84,14.23,Business,Self-Employed,96657,633,3304,0.3342,Rented,21,Female,3,City_18,Declined,0,3852.7762068965517,111730.51,29,0,0
CUST06031,APP006031,2022-09-09,Personal Loan,241587,36,9.78,Business,Retired,75826,549,1582,0.3209,Mortgaged,35,Male,2,City_41,Declined,0,2411.06625,38577.06,16,0,0
CUST06032,APP006032,2022-09-09,Personal Loan,524746,180,9.32,Debt Consolidation,Retired,30525,646,216,0.3071,Mortgaged,29,Other,0,City_45,Declined,0,4255.251111111112,38297.26,9,0,0
CUST06033,APP006033,2022-09-09,Business Loan,404353,120,10.58,Debt Consolidation,Self-Employed,43194,720,9365,0.5168,Mortgaged,38,Female,1,City_2,Declined,0,2467.615185185185,66625.61,27,0,0
CUST06034,APP006034,2022-09-09,Personal Loan,318909,180,11.38,Education,Retired,91391,608,6514,0.3713,Rented,42,Female,0,City_13,Declined,0,3604.9789285714287,100939.41,28,0,0
CUST06035,APP006035,2022-09-09,Personal Loan,465161,180,12.33,Medical,Self-Employed,45923,565,0,0.3,Rented,43,Female,2,City_42,Declined,0,3298.643888888889,59375.59,18,0,0
CUST06036,APP006036,2022-09-09,Car Loan,688174,120,12.34,Other,Salaried,88053,685,4955,0.3563,Mortgaged,38,Female,4,City_14,Fraudulent - Detected,Income Falsification,2900.722608695652,66716.62,23,7,1
CUST06037,APP006037,2022-09-09,Car Loan,124661,12,8.32,Education,Unemployed,71865,749,2346,0.3326,Mortgaged,39,Female,2,City_14,Approved,0,3411.494074074074,92110.34,27,0,0
CUST06038,APP006038,2022-09-09,Home Loan,179440,360,11.78,Business,Salaried,61292,544,8706,0.442,Rented,47,Female,4,City_46,Declined,0,2823.5260000000003,56470.520000000004,20,0,0
CUST06039,APP006039,2022-09-09,Education Loan,702795,360,8.68,Medical,Self-Employed,42429,745,2356,0.3555,Mortgaged,32,Female,3,City_21,Fraudulent - Detected,Income Falsification,2130.528260869565,49002.15,23,7,1
CUST06040,APP006040,2022-09-09,Personal Loan,364004,360,12.48,Debt Consolidation,Retired,57643,745,6267,0.4087,Mortgaged,34,Male,1,City_10,Approved,0,3336.272068965517,96751.89,29,0,0
CUST06041,APP006041,2022-09-09,Car Loan,328630,180,14.34,Travel,Student,64741,756,6223,0.3961,Owned,28,Other,0,City_30,Approved,0,3074.214285714286,21519.5,7,0,0
CUST06042,APP006042,2022-09-09,Home Loan,282692,60,12.9,Home Purchase,Unemployed,85813,777,1716,0.32,Rented,37,Male,2,City_22,Approved,0,2855.8579166666664,68540.59,24,0,0
CUST06043,APP006043,2022-09-09,Business Loan,481265,24,12.36,Home Purchase,Retired,37856,856,970,0.3256,Rented,21,Male,1,City_31,Approved,0,2610.45375,20883.63,8,0,0
CUST06044,APP006044,2022-09-09,Education Loan,691687,24,8.04,Home Purchase,Retired,53429,651,13108,0.5453,Rented,50,Female,4,City_48,Approved,0,3005.9829999999997,30059.829999999998,10,0,0
CUST06045,APP006045,2022-09-09,Business Loan,200221,24,8.79,Other,Self-Employed,61120,688,6567,0.4074,Mortgaged,45,Other,4,City_33,Approved,0,2491.219259259259,67262.92,27,0,0
CUST06046,APP006046,2022-09-09,Home Loan,285468,240,9.99,Debt Consolidation,Self-Employed,76566,646,5201,0.3679,Rented,28,Female,2,City_7,Declined,0,3190.63625,25525.09,8,0,0
CUST06047,APP006047,2022-09-09,Business Loan,247390,60,14.03,Travel,Unemployed,37288,680,9839,0.5639,Owned,50,Female,4,City_16,Declined,0,2677.5555555555557,24098.0,9,0,0
CUST06048,APP006048,2022-09-09,Personal Loan,409929,36,9.82,Education,Self-Employed,27085,802,12029,0.7441,Owned,35,Male,1,City_6,Declined,0,4292.619285714286,60096.67,14,0,0
CUST06049,APP006049,2022-09-10,Business Loan,483359,84,13.2,Medical,Unemployed,76849,572,11004,0.4432,Owned,30,Male,1,City_32,Declined,0,2115.597142857143,14809.18,7,0,0
CUST06050,APP006050,2022-09-10,Car Loan,543139,240,8.23,Business,Student,22051,611,0,0.3,Mortgaged,41,Other,1,City_1,Declined,0,3290.025,52640.4,16,0,0
CUST06051,APP006051,2022-09-10,Car Loan,415007,240,12.13,Education,Student,92124,790,5130,0.3557,Owned,21,Female,2,City_28,Approved,0,4003.05375,64048.86,16,0,0
CUST06052,APP006052,2022-09-10,Business Loan,677899,240,12.95,Home Purchase,Student,56101,761,3891,0.3694,Rented,34,Female,4,City_33,Approved,0,2609.0325,20872.26,8,0,0
CUST06053,APP006053,2022-09-10,Education Loan,213787,360,11.3,Business,Salaried,21311,650,12581,0.8904,Owned,41,Other,4,City_25,Declined,0,2905.024,43575.36,15,0,0
CUST06054,APP006054,2022-09-10,Car Loan,174818,48,12.87,Travel,Student,47989,748,7849,0.4636,Rented,55,Male,3,City_23,Approved,0,3791.006,37910.06,10,0,0
CUST06055,APP006055,2022-09-10,Business Loan,520401,60,12.57,Debt Consolidation,Unemployed,69478,707,0,0.3,Owned,25,Male,0,City_33,Approved,0,3818.3144444444447,34364.83,9,0,0
CUST06056,APP006056,2022-09-10,Personal Loan,318424,12,10.84,Home Purchase,Self-Employed,46682,800,0,0.3,Owned,26,Other,0,City_34,Approved,0,2969.2999999999997,41570.2,14,0,0
CUST06057,APP006057,2022-09-10,Car Loan,93608,360,13.56,Medical,Student,60500,685,11486,0.4899,Mortgaged,35,Male,4,City_29,Approved,0,3188.9440000000004,79723.6,25,0,0
CUST06058,APP006058,2022-09-10,Car Loan,252590,84,9.89,Business,Student,78501,762,4950,0.3631,Owned,34,Male,4,City_10,Fraudulent - Detected,0,3513.267142857143,73778.61,21,9,1
CUST06059,APP006059,2022-09-10,Business Loan,338348,24,10.48,Home Purchase,Unemployed,54945,891,4849,0.3883,Mortgaged,45,Other,1,City_6,Approved,0,3099.858620689655,89895.9,29,0,0
CUST06060,APP006060,2022-09-10,Business Loan,203062,120,11.28,Medical,Retired,36573,727,3624,0.3991,Mortgaged,53,Male,2,City_20,Declined,0,3056.6684000000005,76416.71,25,0,0
CUST06061,APP006061,2022-09-10,Business Loan,147800,48,8.41,Home Purchase,Retired,52525,683,1675,0.3319,Owned,48,Male,4,City_43,Approved,0,3664.5477272727276,80620.05,22,0,0
CUST06062,APP006062,2022-09-10,Education Loan,268855,48,11.11,Business,Salaried,95371,737,5157,0.3541,Owned,33,Other,3,City_17,Approved,0,3001.222,45018.33,15,0,0
CUST06063,APP006063,2022-09-10,Car Loan,140319,240,9.77,Travel,Student,102126,650,8227,0.3806,Rented,52,Other,3,City_20,Approved,0,2985.353703703704,80604.55,27,0,0
CUST06064,APP006064,2022-09-10,Personal Loan,395269,12,9.3,Education,Unemployed,10000,871,4887,0.7887,Mortgaged,37,Female,4,City_26,Declined,0,2837.853,56757.06,20,0,0
CUST06065,APP006065,2022-09-10,Personal Loan,50000,84,11.54,Debt Consolidation,Unemployed,87275,694,9189,0.4053,Owned,43,Female,0,City_40,Approved,0,3455.781,69115.62,20,0,0
CUST06066,APP006066,2022-09-10,Home Loan,313563,24,9.81,Home Purchase,Self-Employed,66253,658,7751,0.417,Rented,42,Female,2,City_41,Approved,0,3095.4444444444443,55718.0,18,0,0
CUST06067,APP006067,2022-09-10,Business Loan,377926,84,13.49,Debt Consolidation,Unemployed,83099,613,8610,0.4036,Rented,42,Female,3,City_2,Declined,0,2893.543846153846,37616.07,13,0,0
CUST06068,APP006068,2022-09-10,Home Loan,286418,120,10.37,Other,Unemployed,46237,767,5732,0.424,Mortgaged,46,Other,4,City_21,Approved,0,3008.206363636363,33090.27,11,0,0
CUST06069,APP006069,2022-09-10,Home Loan,463983,36,10.39,Education,Student,15793,749,4345,0.5751,Mortgaged,46,Male,4,City_37,Declined,0,2959.9256521739126,68078.29,23,0,0
CUST06070,APP006070,2022-09-10,Education Loan,94415,48,14.37,Medical,Unemployed,74612,640,396,0.3053,Rented,45,Male,1,City_44,Declined,0,2453.0975,68686.73,28,0,0
CUST06071,APP006071,2022-09-10,Education Loan,194836,24,9.89,Education,Salaried,36475,726,8941,0.5451,Owned,32,Other,3,City_25,Declined,0,3594.9410000000003,71898.82,20,0,0
CUST06072,APP006072,2022-09-10,Business Loan,250494,120,8.42,Education,Retired,25292,559,6023,0.5381,Rented,29,Male,1,City_46,Fraudulent - Undetected,0,3422.7613333333334,51341.42,15,5,1
CUST06073,APP006073,2022-09-11,Business Loan,406908,240,13.64,Other,Student,27039,694,3980,0.4472,Mortgaged,45,Other,2,City_9,Declined,0,3965.3996153846156,103100.39,26,0,0
CUST06074,APP006074,2022-09-11,Business Loan,332776,60,13.92,Other,Retired,75022,716,455,0.3061,Owned,41,Male,2,City_43,Approved,0,2942.919130434783,67687.14,23,0,0
CUST06075,APP006075,2022-09-11,Personal Loan,621504,60,9.09,Travel,Student,63486,816,10072,0.4586,Mortgaged,46,Male,3,City_9,Fraudulent - Detected,Income Falsification,3473.754166666667,41685.05,12,2,1
CUST06076,APP006076,2022-09-11,Business Loan,179132,240,13.67,Education,Retired,79561,618,4944,0.3621,Rented,33,Other,1,City_18,Declined,0,3130.9504347826087,72011.86,23,0,0
CUST06077,APP006077,2022-09-11,Personal Loan,90751,180,10.96,Business,Salaried,76726,577,12530,0.4633,Owned,45,Female,0,City_23,Declined,0,2712.340909090909,59671.5,22,0,0
CUST06078,APP006078,2022-09-11,Home Loan,568363,12,7.8,Medical,Retired,49476,608,0,0.3,Mortgaged,34,Female,1,City_8,Declined,0,2666.755882352941,45334.85,17,0,0
CUST06079,APP006079,2022-09-11,Business Loan,85371,24,11.34,Business,Retired,58238,573,6251,0.4073,Mortgaged,34,Female,3,City_48,Declined,0,2984.0158333333334,35808.19,12,0,0
CUST06080,APP006080,2022-09-11,Car Loan,402459,120,13.44,Education,Unemployed,47214,786,0,0.3,Mortgaged,49,Female,3,City_4,Approved,0,2868.1150000000002,74570.99,26,0,0
CUST06081,APP006081,2022-09-11,Personal Loan,153199,36,10.28,Home Purchase,Self-Employed,54741,803,2070,0.3378,Rented,48,Male,1,City_27,Approved,0,4072.2838461538463,52939.69,13,0,0
CUST06082,APP006082,2022-09-11,Business Loan,50000,84,11.36,Home Purchase,Self-Employed,35818,705,3893,0.4087,Owned,40,Female,4,City_21,Approved,0,3214.043333333333,38568.52,12,0,0
CUST06083,APP006083,2022-09-11,Personal Loan,243782,12,8.48,Debt Consolidation,Salaried,69762,777,7497,0.4075,Mortgaged,34,Male,4,City_22,Approved,0,4082.6715384615386,53074.73,13,0,0
CUST06084,APP006084,2022-09-11,Personal Loan,434924,180,13.4,Travel,Self-Employed,86878,690,6088,0.3701,Owned,37,Female,0,City_48,Approved,0,3763.369375,60213.91,16,0,0
CUST06085,APP006085,2022-09-11,Business Loan,116734,24,8.25,Other,Salaried,39584,672,2807,0.3709,Owned,39,Other,0,City_29,Approved,0,2724.0503703703703,73549.36,27,0,0
CUST06086,APP006086,2022-09-11,Home Loan,386414,12,8.16,Debt Consolidation,Salaried,92031,653,2324,0.3253,Owned,34,Male,0,City_35,Approved,0,2963.529523809524,62234.12,21,0,0
CUST06087,APP006087,2022-09-11,Business Loan,414429,24,14.03,Home Purchase,Self-Employed,62838,655,0,0.3,Mortgaged,41,Male,3,City_23,Approved,0,2514.59,25145.9,10,0,0
CUST06088,APP006088,2022-09-11,Home Loan,109246,180,13.61,Other,Retired,66026,556,2552,0.3387,Rented,32,Male,3,City_6,Declined,0,2970.2005882352937,50493.409999999996,17,0,0
CUST06089,APP006089,2022-09-11,Home Loan,265835,360,11.52,Education,Retired,17514,701,2024,0.4156,Mortgaged,53,Male,4,City_4,Declined,0,3225.36,19352.16,6,0,0
CUST06090,APP006090,2022-09-11,Business Loan,536561,60,8.24,Medical,Retired,14818,676,9763,0.9589,Mortgaged,21,Male,1,City_36,Declined,0,3095.533076923077,40241.93,13,0,0
CUST06091,APP006091,2022-09-11,Car Loan,397588,240,11.32,Medical,Retired,63602,739,3408,0.3536,Rented,31,Other,2,City_1,Approved,0,2673.6716666666666,32084.06,12,0,0
CUST06092,APP006092,2022-09-11,Car Loan,260776,36,13.94,Business,Self-Employed,79743,687,3441,0.3432,Owned,45,Male,1,City_11,Approved,0,3491.565,62848.17,18,0,0
CUST06093,APP006093,2022-09-11,Home Loan,362294,180,11.79,Travel,Salaried,43215,666,5839,0.4351,Mortgaged,53,Female,4,City_49,Declined,0,2907.277894736842,55238.28,19,0,0
CUST06094,APP006094,2022-09-11,Personal Loan,197210,48,8.89,Education,Student,101752,610,10466,0.4029,Mortgaged,32,Female,4,City_17,Declined,0,1301.46125,10411.69,8,0,0
CUST06095,APP006095,2022-09-11,Car Loan,467054,120,13.84,Business,Salaried,78373,685,10385,0.4325,Rented,35,Other,4,City_48,Approved,0,3058.9379999999996,15294.689999999999,5,0,0
CUST06096,APP006096,2022-09-11,Business Loan,466989,360,13.56,Business,Salaried,37291,739,14564,0.6905,Mortgaged,42,Other,4,City_12,Declined,0,3434.16875,27473.35,8,0,0
CUST06097,APP006097,2022-09-12,Car Loan,318135,360,11.33,Debt Consolidation,Student,60771,588,0,0.3,Mortgaged,42,Male,3,City_2,Declined,0,3554.8088888888888,95979.84,27,0,0
CUST06098,APP006098,2022-09-12,Personal Loan,334605,180,13.47,Debt Consolidation,Unemployed,121923,686,5655,0.3464,Owned,39,Other,0,City_9,Approved,0,2910.694615384615,37839.03,13,0,0
CUST06099,APP006099,2022-09-12,Car Loan,150180,36,7.89,Education,Unemployed,28935,698,4583,0.4584,Mortgaged,45,Female,0,City_22,Declined,0,2649.542142857143,74187.18000000001,28,0,0
CUST06100,APP006100,2022-09-12,Business Loan,97194,36,10.73,Home Purchase,Retired,73206,622,0,0.3,Rented,40,Other,1,City_16,Declined,0,3849.531428571428,53893.439999999995,14,0,0
CUST06101,APP006101,2022-09-12,Business Loan,243509,12,8.75,Debt Consolidation,Self-Employed,51931,632,332,0.3064,Rented,41,Other,1,City_18,Declined,0,3497.850625,55965.61,16,0,0
CUST06102,APP006102,2022-09-12,Home Loan,286889,180,13.36,Other,Unemployed,77672,698,8640,0.4112,Mortgaged,53,Female,4,City_42,Approved,0,3726.175217391304,85702.03,23,0,0
CUST06103,APP006103,2022-09-12,Education Loan,459394,24,14.3,Education,Student,91681,589,7106,0.3775,Rented,36,Male,4,City_38,Declined,0,2171.268181818182,23883.95,11,0,0
CUST06104,APP006104,2022-09-12,Personal Loan,438364,120,14.01,Medical,Unemployed,50344,707,7076,0.4406,Rented,35,Female,2,City_41,Approved,0,4064.6381818181817,89422.04,22,0,0
CUST06105,APP006105,2022-09-12,Car Loan,327724,120,11.02,Other,Self-Employed,87972,608,6789,0.3772,Mortgaged,34,Other,0,City_43,Declined,0,3922.182857142857,27455.28,7,0,0
CUST06106,APP006106,2022-09-12,Home Loan,478580,120,11.08,Travel,Unemployed,115530,765,0,0.3,Mortgaged,32,Female,4,City_33,Approved,0,2627.6018518518517,70945.25,27,0,0
CUST06107,APP006107,2022-09-12,Education Loan,158477,48,13.86,Travel,Salaried,61656,867,608,0.3099,Owned,36,Male,1,City_31,Approved,0,3148.0092857142854,88144.26,28,0,0
CUST06108,APP006108,2022-09-12,Education Loan,461600,120,12.55,Travel,Salaried,79622,611,2854,0.3358,Mortgaged,31,Male,1,City_21,Declined,0,4186.420454545455,92101.25,22,0,0
CUST06109,APP006109,2022-09-12,Home Loan,181435,360,8.02,Home Purchase,Salaried,45238,722,8318,0.4839,Rented,42,Male,1,City_17,Approved,0,2738.844,54776.88,20,0,0
CUST06110,APP006110,2022-09-12,Business Loan,485954,180,8.4,Travel,Salaried,60481,621,5526,0.3914,Rented,42,Female,2,City_34,Declined,0,4416.677857142858,61833.490000000005,14,0,0
CUST06111,APP006111,2022-09-12,Business Loan,297998,240,14.16,Medical,Salaried,55583,763,8616,0.455,Owned,40,Other,4,City_43,Approved,0,3010.893076923077,78283.22,26,0,0
CUST06112,APP006112,2022-09-12,Personal Loan,50000,120,10.06,Debt Consolidation,Retired,79923,578,12823,0.4604,Rented,41,Female,4,City_38,Declined,0,3306.5710344827585,95890.56,29,0,0
CUST06113,APP006113,2022-09-12,Personal Loan,409523,84,8.81,Travel,Retired,90116,718,0,0.3,Rented,46,Female,4,City_40,Approved,0,2103.0271428571427,29442.38,14,0,0
CUST06114,APP006114,2022-09-12,Business Loan,421431,60,12.65,Business,Retired,57258,610,4522,0.379,Rented,27,Male,2,City_1,Declined,0,2398.972222222222,21590.75,9,0,0
CUST06115,APP006115,2022-09-12,Personal Loan,231512,360,13.66,Business,Student,98340,663,4540,0.3462,Owned,40,Male,4,City_26,Approved,0,3334.4091304347826,76691.41,23,0,0
CUST06116,APP006116,2022-09-12,Personal Loan,244311,360,8.95,Education,Student,98251,597,1685,0.3171,Mortgaged,54,Male,0,City_47,Declined,0,4816.702857142857,33716.92,7,0,0
CUST06117,APP006117,2022-09-12,Car Loan,276068,120,9.26,Business,Retired,81171,745,6760,0.3833,Owned,32,Female,4,City_34,Fraudulent - Undetected,Identity Theft,3278.6583333333333,39343.9,12,2,1
CUST06118,APP006118,2022-09-12,Personal Loan,50000,360,13.8,Business,Unemployed,47099,613,16422,0.6487,Rented,63,Female,4,City_41,Declined,0,3748.277692307692,48727.61,13,0,0
CUST06119,APP006119,2022-09-12,Business Loan,50000,24,7.59,Home Purchase,Self-Employed,44704,724,1207,0.327,Rented,34,Male,1,City_41,Approved,0,3550.14,88753.5,25,0,0
CUST06120,APP006120,2022-09-12,Home Loan,495243,60,13.86,Home Purchase,Salaried,39690,652,7408,0.4866,Owned,40,Other,4,City_28,Declined,0,2994.828695652174,68881.06,23,0,0
CUST06121,APP006121,2022-09-13,Education Loan,176389,180,7.77,Travel,Unemployed,83729,670,818,0.3098,Owned,40,Male,3,City_8,Fraudulent - Detected,0,3289.0473333333334,49335.71,15,5,1
CUST06122,APP006122,2022-09-13,Business Loan,578289,84,8.17,Medical,Retired,29705,691,0,0.3,Mortgaged,23,Female,2,City_39,Declined,0,3122.615357142857,87433.23,28,0,0
CUST06123,APP006123,2022-09-13,Personal Loan,505560,84,13.54,Home Purchase,Self-Employed,76920,619,2545,0.3331,Rented,30,Female,1,City_47,Declined,0,2937.4527272727273,32311.98,11,0,0
CUST06124,APP006124,2022-09-13,Business Loan,535079,12,9.24,Home Purchase,Retired,32972,696,6091,0.4847,Rented,44,Female,2,City_12,Declined,0,3039.3927777777776,54709.07,18,0,0
CUST06125,APP006125,2022-09-13,Business Loan,202455,24,9.07,Business,Retired,80588,802,6596,0.3818,Rented,35,Female,3,City_40,Approved,0,3159.7817391304347,72674.98,23,0,0
CUST06126,APP006126,2022-09-13,Education Loan,58739,36,13.41,Other,Student,60430,617,12109,0.5004,Mortgaged,29,Other,1,City_10,Fraudulent - Detected,Income Falsification,2635.8491666666664,63260.38,24,7,1
CUST06127,APP006127,2022-09-13,Personal Loan,136967,120,11.3,Medical,Unemployed,93340,773,6114,0.3655,Mortgaged,50,Male,1,City_45,Approved,0,3570.6344827586204,103548.4,29,0,0
CUST06128,APP006128,2022-09-13,Home Loan,233031,360,9.95,Home Purchase,Salaried,88536,799,5054,0.3571,Rented,41,Male,3,City_19,Approved,0,3070.1853571428574,85965.19,28,0,0
CUST06129,APP006129,2022-09-13,Home Loan,50000,84,12.5,Medical,Unemployed,95876,614,8331,0.3869,Owned,36,Other,3,City_10,Declined,0,3008.6204347826088,69198.27,23,0,0
CUST06130,APP006130,2022-09-13,Car Loan,228686,60,13.17,Home Purchase,Student,96520,563,5992,0.3621,Mortgaged,60,Other,0,City_40,Declined,0,3499.890370370371,94497.04000000001,27,0,0
CUST06131,APP006131,2022-09-13,Education Loan,269748,240,13.54,Home Purchase,Retired,63590,704,4905,0.3771,Mortgaged,28,Female,1,City_10,Approved,0,3216.9066666666668,28952.16,9,0,0
CUST06132,APP006132,2022-09-13,Business Loan,105836,360,8.34,Business,Student,31030,636,4278,0.4379,Rented,27,Other,2,City_6,Declined,0,3001.6639999999998,60033.28,20,0,0
CUST06133,APP006133,2022-09-13,Education Loan,143927,120,11.58,Debt Consolidation,Retired,33686,829,7544,0.524,Mortgaged,34,Female,4,City_49,Approved,0,3846.2321428571427,53847.25,14,0,0
CUST06134,APP006134,2022-09-13,Education Loan,266910,240,12.25,Education,Student,10000,682,7113,1.0113,Rented,40,Male,3,City_47,Declined,0,2764.01,33168.12,12,0,0
CUST06135,APP006135,2022-09-13,Home Loan,353442,36,8.32,Home Purchase,Unemployed,32908,615,3942,0.4198,Owned,42,Male,0,City_28,Declined,0,2184.17875,17473.43,8,0,0
CUST06136,APP006136,2022-09-13,Education Loan,166376,180,11.77,Business,Salaried,61720,588,10765,0.4744,Owned,30,Female,3,City_46,Declined,0,3069.3074074074075,82871.3,27,0,0
CUST06137,APP006137,2022-09-13,Education Loan,343837,240,7.72,Travel,Self-Employed,46008,767,8369,0.4819,Mortgaged,24,Male,2,City_35,Approved,0,3394.183928571428,95037.15,28,0,0
CUST06138,APP006138,2022-09-13,Business Loan,320526,24,9.89,Business,Retired,55496,634,8849,0.4595,Owned,43,Female,4,City_22,Declined,0,3838.4104545454543,84445.03,22,0,0
CUST06139,APP006139,2022-09-13,Car Loan,307032,48,8.7,Debt Consolidation,Retired,72317,683,1346,0.3186,Rented,33,Male,4,City_21,Approved,0,3546.4089655172415,102845.86,29,0,0
CUST06140,APP006140,2022-09-13,Business Loan,202197,24,11.43,Home Purchase,Retired,52398,756,2946,0.3562,Mortgaged,38,Other,3,City_41,Approved,0,2784.304285714286,38980.26,14,0,0
CUST06141,APP006141,2022-09-13,Education Loan,99993,120,8.84,Business,Salaried,31954,641,11066,0.6463,Owned,38,Female,4,City_21,Declined,0,3289.2574999999997,26314.059999999998,8,0,0
CUST06142,APP006142,2022-09-13,Car Loan,554467,48,13.02,Medical,Student,58669,676,9159,0.4561,Rented,47,Female,4,City_37,Approved,0,3757.3612,93934.03,25,0,0
CUST06143,APP006143,2022-09-13,Education Loan,394545,84,8.35,Travel,Unemployed,37537,678,0,0.3,Rented,32,Male,2,City_40,Declined,0,3059.7976923076926,39777.37,13,0,0
CUST06144,APP006144,2022-09-13,Personal Loan,450859,180,12.8,Education,Salaried,53230,734,6341,0.4191,Mortgaged,53,Female,3,City_33,Approved,0,2554.237368421053,48530.51,19,0,0
CUST06145,APP006145,2022-09-14,Personal Loan,287455,84,8.19,Home Purchase,Retired,93569,727,8831,0.3944,Owned,36,Male,0,City_47,Approved,0,2894.4755555555553,78150.84,27,0,0
CUST06146,APP006146,2022-09-14,Personal Loan,275396,48,10.6,Home Purchase,Unemployed,53237,662,895,0.3168,Owned,24,Female,0,City_43,Approved,0,2959.3017647058823,50308.13,17,0,0
CUST06147,APP006147,2022-09-14,Car Loan,373598,84,12.39,Education,Self-Employed,104273,685,9042,0.3867,Owned,27,Female,1,City_15,Approved,0,3390.0615,67801.23,20,0,0
CUST06148,APP006148,2022-09-14,Business Loan,50000,12,8.63,Other,Salaried,95790,650,5205,0.3543,Mortgaged,27,Male,2,City_18,Approved,0,3497.8288000000002,87445.72,25,0,0
CUST06149,APP006149,2022-09-14,Car Loan,132803,84,12.77,Home Purchase,Self-Employed,45517,561,11022,0.5422,Owned,30,Female,3,City_39,Declined,0,2765.39,60838.58,22,0,0
CUST06150,APP006150,2022-09-14,Education Loan,180333,360,14.17,Medical,Student,32221,700,4489,0.4393,Rented,40,Male,4,City_5,Declined,0,3318.2964,82957.41,25,0,0
CUST06151,APP006151,2022-09-14,Business Loan,231815,180,10.11,Medical,Salaried,58686,831,0,0.3,Mortgaged,48,Male,2,City_21,Fraudulent - Detected,0,3093.0825,61861.65,20,6,1
CUST06152,APP006152,2022-09-14,Home Loan,168045,48,7.5,Business,Salaried,88833,609,7113,0.3801,Rented,21,Male,3,City_34,Declined,0,3917.0763157894735,74424.45,19,0,0
CUST06153,APP006153,2022-09-14,Business Loan,349921,240,10.84,Home Purchase,Student,47745,618,505,0.3106,Rented,46,Male,3,City_48,Declined,0,3494.8327272727274,38443.16,11,0,0
